,,Total,2165,DIV 4,,,,,,DIV 7,,,,,,DIV 14,,,,,,DIV 21,,,,,,DIV 28,,,,,
Q9QXB9,Developmentally-regulated GTP-binding protein 2,Drg2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,1,0.5,0.5,1,0.5,1,0.5,0.5,0.5
Q9ERC8,Down syndrome cell adhesion molecule homolog,Dscam,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q4VA61,Down syndrome cell adhesion molecule-like protein 1 homolog,Dscaml1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,4,0.5,1,0.5,1,0.5,0.5,0.5,5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,1,0.5,1
Q61495,Desmoglein-1-alpha,Dsg1a,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
E9Q557,Desmoplakin,Dsp,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9R0P5,Destrin,Dstn,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,2,4,1,0.5,3,0.5,0.5,2,4,0.5,0.5,0.5,2,1,0.5,1,0.5,0.5
Q9DD18,D-aminoacyl-tRNA deacylase 1,Dtd1,,3,1,4,4,3,2,8,12,4,3,4,4,2,5,3,2,8,5,3,2,2,0.5,7,2,2,0.5,4,2,5,3
Q9D2N4,Dystrobrevin alpha,Dtna,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q9JHU4,Cytoplasmic dynein 1 heavy chain 1,Dync1h1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7,0.5,1,1,0.5,14,11,3,3,2,2,4,9,9,6,2,2,5,4,8,2,0.5,0.5
O88487,Cytoplasmic dynein 1 intermediate chain 2,Dync1i2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8R1Q8,Cytoplasmic dynein 1 light intermediate chain 1,Dync1li1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,3,2,0.5,0.5,0.5,0.5,0.5,1,1,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q6PDL0,Cytoplasmic dynein 1 light intermediate chain 2,Dync1li2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,4,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5
P63168,"Dynein light chain 1, cytoplasmic",Dynll1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.5,0.5,2,3,0.5,3,0.5,3,0.5,1,3,3,0.5,2,2,3,2,2,0.5,1
Q9D0M5,"Dynein light chain 2, cytoplasmic",Dynll2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,1,3,0.5,3,0.5,3,0.5,0.5,3,2,0.5,0.5,2,2,1,1,0.5,1
Q9D903,Probable rRNA-processing protein EBP2,Ebna1bp2,,0.5,0.5,0.5,0.5,0.5,0.5,4,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5
Q9D9V3,Ethylmalonyl-CoA decarboxylase,Echdc1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,0.5,0.5,1,1,2,2,1,2,1,0.5,2,1,3,2,1,1
Q8BH95,"Enoyl-CoA hydratase, mitochondrial",Echs1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q9JMG1,Endothelial differentiation-related factor 1,Edf1,,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,2,1,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,0.5,0.5,2,1,1,0.5
O35474,EGF-like repeat and discoidin I-like domain-containing protein 3,Edil3,,0.5,8,0.5,7,0.5,18,0.5,10,0.5,32,0.5,22,0.5,6,0.5,9,0.5,15,0.5,5,0.5,4,0.5,23,0.5,8,0.5,11,0.5,25
P48302,Endothelin receptor type B,Ednrb,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5
P10126,Elongation factor 1-alpha 1,Eef1a1,,9,6,7,10,9,10,20,20,12,12,15,13,11,17,13,14,11,10,9,13,19,25,13,10,29,14,18,15,11,12
P62631,Elongation factor 1-alpha 2,Eef1a2,,3,2,2,5,4,2,11,10,6,4,5,4,3,5,5,5,5,4,6,5,10,17,8,7,24,3,9,6,6,7
O70251,Elongation factor 1-beta,Eef1b,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5
P57776,Elongation factor 1-delta,Eef1d,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9D8N0,Elongation factor 1-gamma,Eef1g,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.5,0.5,1,2,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5
P58252,Elongation factor 2,Eef2,,0.5,0.5,0.5,0.5,0.5,0.5,5,9,1,4,4,2,5,7,5,7,5,4,1,4,10,8,3,4,2,4,7,3,6,7
P52795,Ephrin-B1,Efnb1,,0.5,0.5,0.5,0.5,0.5,1,0.5,6,0.5,2,0.5,1,0.5,7,0.5,7,0.5,5,0.5,2,0.5,4,0.5,2,0.5,5,0.5,3,0.5,2
P52800,Ephrin-B2,Efnb2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,2,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
O35393,Ephrin-B3,Efnb3,,0.5,1,0.5,1,0.5,4,0.5,2,0.5,8,0.5,7,0.5,11,0.5,13,0.5,11,0.5,5,0.5,7,0.5,7,0.5,6,0.5,1,0.5,4
Q6ZQ18,Protein EFR3 homolog B,Efr3b,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
O08810,116 kDa U5 small nuclear ribonucleoprotein component,Eftud2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q01279,Epidermal growth factor receptor,Egfr,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,28,0.5,3,0.5,5,0.5,25,0.5,36,0.5,26,0.5,28,0.5,35,0.5,19,0.5,21,0.5,27,0.5,28
Q9WVK4,EH domain-containing protein 1,Ehd1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P48024,Eukaryotic translation initiation factor 1,Eif1,,0.5,0.5,0.5,0.5,0.5,0.5,2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,1,0.5,0.5
Q60872,Eukaryotic translation initiation factor 1A,Eif1a,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4,2,#N/A,#N/A,#N/A,#N/A,2,1,1,1,1,1,1,0.5,1,1,#N/A,#N/A,2,0.5,#N/A,#N/A,#N/A,#N/A
Q8BMJ3,"Eukaryotic translation initiation factor 1A, X-chromosomal",Eif1ax,,2,1,2,2,0.5,1,4,4,2,1,2,2,4,3,3,2,3,2,2,2,2,2,4,0.5,3,0.5,4,3,5,2
Q99LC8,Translation initiation factor eIF-2B subunit alpha,Eif2b1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8CHW4,Translation initiation factor eIF-2B subunit epsilon,Eif2b5,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q6ZWX6,Eukaryotic translation initiation factor 2 subunit 1,Eif2s1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q9Z0N1,"Eukaryotic translation initiation factor 2 subunit 3, X-linked",Eif2s3x,,0.5,0.5,0.5,0.5,0.5,1,2,3,1,5,0.5,3,2,3,2,5,1,2,2,3,4,2,3,3,4,2,3,3,3,2
Q9Z0N2,"Eukaryotic translation initiation factor 2 subunit 3, Y-linked",Eif2s3y,,0.5,0.5,0.5,0.5,0.5,1,1,2,1,5,0.5,2,1,2,1,4,1,1,2,2,2,1,2,3,3,1,2,2,2,1
P23116,Eukaryotic translation initiation factor 3 subunit A,Eif3a,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,4,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,2,0.5,0.5,0.5,1,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8JZQ9,Eukaryotic translation initiation factor 3 subunit B,Eif3b,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,3,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8R1B4,Eukaryotic translation initiation factor 3 subunit C,Eif3c,,0.5,0.5,0.5,0.5,0.5,0.5,1,5,0.5,0.5,0.5,0.5,0.5,0.5,1,3,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5
O70194,Eukaryotic translation initiation factor 3 subunit D,Eif3d,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,2,2,0.5,0.5,1,0.5,1,0.5,0.5,0.5
P60229,Eukaryotic translation initiation factor 3 subunit E,Eif3e,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9DCH4,Eukaryotic translation initiation factor 3 subunit F,Eif3f,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,3,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5
Q91WK2,Eukaryotic translation initiation factor 3 subunit H,Eif3h,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9DBZ5,Eukaryotic translation initiation factor 3 subunit K,Eif3k,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8QZY1,Eukaryotic translation initiation factor 3 subunit L,Eif3l,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q99JX4,Eukaryotic translation initiation factor 3 subunit M,Eif3m,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P60843,Eukaryotic initiation factor 4A-I,Eif4a1,,1,0.5,1,0.5,0.5,0.5,4,2,2,1,8,3,6,5,5,5,7,4,0.5,2,10,7,5,1,4,1,7,4,3,4
P10630,Eukaryotic initiation factor 4A-II,Eif4a2,,1,0.5,1,0.5,0.5,0.5,3,1,2,1,5,1,3,4,2,3,5,3,0.5,2,10,4,6,2,4,1,5,3,3,2
Q91VC3,Eukaryotic initiation factor 4A-III,Eif4a3,,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,2,0.5,0.5,2,0.5,1,1,1,0.5,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8BGD9,Eukaryotic translation initiation factor 4B,Eif4b,,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
P63073,Eukaryotic translation initiation factor 4E,Eif4e,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q6NZJ6,Eukaryotic translation initiation factor 4 gamma 1,Eif4g1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,2,0.5,1,0.5,0.5,0.5,3,0.5,0.5,0.5,1
P59325,Eukaryotic translation initiation factor 5,Eif5,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P63242,Eukaryotic translation initiation factor 5A-1,Eif5a,,1,0.5,0.5,1,0.5,0.5,4,2,4,0.5,3,0.5,0.5,1,2,2,1,1,0.5,0.5,2,1,3,0.5,0.5,1,3,1,1,1
Q05D44,Eukaryotic translation initiation factor 5B,Eif5b,,0.5,0.5,0.5,0.5,0.5,0.5,8,7,0.5,1,1,2,2,0.5,2,2,2,1,0.5,0.5,0.5,0.5,4,0.5,2,0.5,5,0.5,4,3
P70372,ELAV-like protein 1,Elavl1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8C8T7,Protein ELFN1,Elfn1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,1,0.5,1,0.5,1,0.5,2,0.5,1,0.5,3,0.5,3,0.5,1,0.5,6,0.5,3
Q68FM6,Protein phosphatase 1 regulatory subunit 29,Elfn2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,7,0.5,7,0.5,3,0.5,3,0.5,7,0.5,11,0.5,2,0.5,2,0.5,7,0.5,2,0.5,3,0.5,3
P60003,Transcription elongation factor 1 homolog,Elof1,,0.5,0.5,0.5,0.5,0.5,0.5,2,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8BHI7,Elongation of very long chain fatty acids protein 5,Elovl5,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q9CZX0,Elongator complex protein 3,Elp3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P21995,Embigin,Emb,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,1,0.5,2,0.5,1
Q8C7X2,ER membrane protein complex subunit 1,Emc1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,1,0.5,#N/A,#N/A,#N/A,#N/A
Q99KI3,ER membrane protein complex subunit 3,Emc3,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q99K41,EMILIN-1,Emilin1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5
Q8K482,EMILIN-2,Emilin2,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8C522,Endonuclease domain-containing 1 protein,Endod1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,1,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P17182,Alpha-enolase,Eno1,,2,0.5,1,1,2,0.5,3,4,3,0.5,2,1,10,7,2,4,2,2,8,9,11,8,9,4,6,8,12,10,6,8
O55026,Ectonucleoside triphosphate diphosphohydrolase 2,Entpd2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,2,0.5,0.5,0.5,1,0.5,3,0.5,0.5
Q9Z2H5,Band 4.1-like protein 1,Epb41l1,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,2,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
O70318,Band 4.1-like protein 2,Epb41l2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
Q8BYG9,Ephrin type-A receptor 10,Epha10,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q03145,Ephrin type-A receptor 2,Epha2,,0.5,1,0.5,1,0.5,2,0.5,2,0.5,2,0.5,3,0.5,1,0.5,4,0.5,1,0.5,2,0.5,1,0.5,2,0.5,2,0.5,3,0.5,3
P29319,Ephrin type-A receptor 3,Epha3,,0.5,0.5,0.5,0.5,0.5,2,0.5,5,0.5,4,0.5,2,0.5,5,0.5,4,0.5,3,0.5,2,0.5,2,0.5,2,0.5,1,0.5,2,0.5,1
Q03137,Ephrin type-A receptor 4,Epha4,,0.5,6,0.5,5,0.5,11,0.5,8,0.5,21,0.5,11,0.5,5,0.5,9,0.5,16,0.5,5,0.5,8,0.5,16,0.5,1,0.5,20,0.5,9
Q60629,Ephrin type-A receptor 5,Epha5,,0.5,0.5,0.5,0.5,0.5,2,0.5,11,0.5,4,0.5,3,0.5,8,0.5,8,0.5,5,0.5,3,0.5,3,0.5,2,0.5,2,0.5,3,0.5,2
Q62413,Ephrin type-A receptor 6,Epha6,,0.5,2,0.5,2,0.5,4,0.5,5,0.5,4,0.5,4,0.5,3,0.5,3,0.5,3,0.5,4,0.5,3,0.5,3,0.5,3,0.5,4,0.5,3
Q61772,Ephrin type-A receptor 7,Epha7,,0.5,1,0.5,1,0.5,4,0.5,6,0.5,6,0.5,4,0.5,3,0.5,7,0.5,6,0.5,3,0.5,7,0.5,5,0.5,5,0.5,7,0.5,5
O09127,Ephrin type-A receptor 8,Epha8,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,3,#N/A,#N/A,#N/A,#N/A,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0.5,#N/A,#N/A,0.5,1,#N/A,#N/A,#N/A,#N/A
Q8CBF3,Ephrin type-B receptor 1,Ephb1,,0.5,3,0.5,2,0.5,9,0.5,16,0.5,11,0.5,9,0.5,18,0.5,16,0.5,14,0.5,12,0.5,9,0.5,10,0.5,7,0.5,6,0.5,3
P54763,Ephrin type-B receptor 2,Ephb2,,0.5,21,0.5,18,0.5,38,0.5,25,0.5,45,0.5,31,0.5,17,0.5,23,0.5,27,0.5,14,0.5,12,0.5,28,0.5,11,0.5,28,0.5,16
P54754,Ephrin type-B receptor 3,Ephb3,,0.5,2,0.5,2,0.5,3,0.5,5,0.5,3,0.5,3,0.5,3,0.5,4,0.5,8,0.5,5,0.5,3,0.5,4,0.5,2,0.5,6,0.5,2
P54761,Ephrin type-B receptor 4,Ephb4,,0.5,1,0.5,1,0.5,2,0.5,3,0.5,2,0.5,2,0.5,1,0.5,1,0.5,1,0.5,3,0.5,1,0.5,2,0.5,2,0.5,2,0.5,1
O08644,Ephrin type-B receptor 6,Ephb6,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8CGC7,Bifunctional glutamate/proline--tRNA ligase,Eprs,,0.5,0.5,0.5,0.5,0.5,0.5,1,5,0.5,4,0.5,1,5,7,4,2,1,3,2,4,3,2,1,2,1,1,4,0.5,0.5,1
Q9EQH2,Endoplasmic reticulum aminopeptidase 1,Erap1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,2,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
P70424,Receptor tyrosine-protein kinase erbB-2,Erbb2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,1,0.5,0.5,0.5,2,0.5,1,0.5,2,0.5,4,0.5,2,0.5,3,0.5,4,0.5,2
Q61527,Receptor tyrosine-protein kinase erbB-4,Erbb4,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0.5,1,0.5,1,0.5,4,0.5,7,0.5,6,0.5,6,0.5,6,0.5,5,0.5,6,0.5,9,0.5,7
P84089,Enhancer of rudimentary homolog,Erh,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,2,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q8BFZ9,Erlin-2,Erlin2,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,1,2,1,0.5,0.5,0.5
Q3V1V3,ESF1 homolog,Esf1,,0.5,0.5,0.5,0.5,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Q8BWY3,Eukaryotic peptide chain release factor subunit 1,Etf1,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial",Etfa,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,6,1,0.5,0.5,0.5,0.5,2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5
Q9DCW4,Electron transfer flavoprotein subunit beta,Etfb,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",Etfdh,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,#N/A,#N/A,0.5,0.5,#N/A,#N/A,#N/A,#N/A
